tag	version	custom	abstract	datatype	iord	tlabel	doc
MaximumSalesChargeImposedOnPurchasesOverOfferingPrice	rr/2012	0	0	NonNegativePure4Type	D	Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price)	Maximum Deferred Sales Charge (Load) (as a percentage of ____) A.3.instructions.2.a.i "Maximum Deferred Sales Charge (Load)" includes the maximum total deferred sales charge (load) payable upon redemption, in installments, or both, expressed as a percentage of the amount or amounts stated in response to Item 7(a), except that, for a sales charge (load) based on net asset value at the time of purchase, show the sales charge (load) as a percentage of the offering price at the time of purchase. A Fund may include in a footnote to the table, if applicable, a tabular presentation showing the amount of deferred sales charges (loads) over time or a narrative explanation of the sales charges (loads) (e.g., __% in the first year after purchase, declining to __% in the __ year and eliminated thereafter). A.3.instructions.2.a.ii If more than one type of sales charge (load) is imposed (e.g., a deferred sales charge (load) and a front-end sales charge (load)), the first caption in the table should read "Maximum Sales Charge (Load)" and show the maximum cumulative percentage. Show the percentage amounts and the terms of each sales charge (load) comprising that figure on separate lines below.
MaximumSalesChargeImposedOnPurchasesOverOfferingPrice	rr/2018	0	0	NonNegativePure4Type	D	Maximum Sales Charge Imposed on Purchases (as a percentage of Offering Price)	Maximum Deferred Sales Charge (Load) (as a percentage of ____) A.3.instructions.2.a.i "Maximum Deferred Sales Charge (Load)" includes the maximum total deferred sales charge (load) payable upon redemption, in installments, or both, expressed as a percentage of the amount or amounts stated in response to Item 7(a), except that, for a sales charge (load) based on net asset value at the time of purchase, show the sales charge (load) as a percentage of the offering price at the time of purchase. A Fund may include in a footnote to the table, if applicable, a tabular presentation showing the amount of deferred sales charges (loads) over time or a narrative explanation of the sales charges (loads) (e.g., __% in the first year after purchase, declining to __% in the __ year and eliminated thereafter). A.3.instructions.2.a.ii If more than one type of sales charge (load) is imposed (e.g., a deferred sales charge (load) and a front-end sales charge (load)), the first caption in the table should read "Maximum Sales Charge (Load)" and show the maximum cumulative percentage. Show the percentage amounts and the terms of each sales charge (load) comprising that figure on separate lines below.
MaximumSalesChargeOnReinvestedDividendsAndDistributionsOverOther	rr/2012	0	0	NonNegativePure4Type	D	Maximum Sales Charge on Reinvested Dividends and Distributions (as a percentage)	Maximum Sales Charge (Load) Imposed on Reinvested Dividends[and other Distributions] (as a percentage of ____)
MaximumSalesChargeOnReinvestedDividendsAndDistributionsOverOther	rr/2018	0	0	NonNegativePure4Type	D	Maximum Sales Charge on Reinvested Dividends and Distributions (as a percentage)	Maximum Sales Charge (Load) Imposed on Reinvested Dividends[and other Distributions] (as a percentage of ____)
MoneyMarketSevenDayYield	rr/2012	0	0	pure	D	Money Market Seven Day Yield	Calculate a Money Market Fund's 7-day yield under Item 21(a); the Fund's average annual total return under Item 21(b)(1); and the Fund's average annual total return (after taxes on distributions) and average annual total return (after taxes on distributions and redemption) under Items 21(b)(2) and (3), respectively.
MoneyMarketSevenDayYield	rr/2018	0	0	pure	D	Money Market Seven Day Yield	Calculate a Money Market Fund's 7-day yield under Item 21(a); the Fund's average annual total return under Item 21(b)(1); and the Fund's average annual total return (after taxes on distributions) and average annual total return (after taxes on distributions and redemption) under Items 21(b)(2) and (3), respectively.
MoneyMarketSevenDayYieldCaption	rr/2012	0	0	string	D	Money Market Seven Day Yield, Caption [Text]	Calculate a Money Market Fund's 7-day yield under Item 21(a); the Fund's average annual total return under Item 21(b)(1); and the Fund's average annual total return (after taxes on distributions) and average annual total return (after taxes on distributions and redemption) under Items 21(b)(2) and (3), respectively.
MoneyMarketSevenDayYieldCaption	rr/2018	0	0	string	D	Money Market Seven Day Yield, Caption [Text]	Calculate a Money Market Fund's 7-day yield under Item 21(a); the Fund's average annual total return under Item 21(b)(1); and the Fund's average annual total return (after taxes on distributions) and average annual total return (after taxes on distributions and redemption) under Items 21(b)(2) and (3), respectively.
MoneyMarketSevenDayYieldPhone	rr/2012	0	0	string	D	Money Market Seven Day Yield Phone	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
MoneyMarketSevenDayYieldPhone	rr/2018	0	0	string	D	Money Market Seven Day Yield Phone	A Fund (other than a Money Market Fund) may include the Fund's yield calculated under Item 21(b)(2). Any Fund may include its tax-equivalent yield calculated under Item 21. If a Fund's yield is included, provide a toll-free (or collect) telephone number that investors can use to obtain current yield information.
NetExpensesOverAssets	rr/2012	0	0	NonNegativePure4Type	D	Net Expenses (as a percentage of Assets)	Total Annual Fund Operating Expenses.
NetExpensesOverAssets	rr/2018	0	0	NonNegativePure4Type	D	Net Expenses (as a percentage of Assets)	Total Annual Fund Operating Expenses.
ObjectiveHeading	rr/2012	0	0	string	D	Objective [Heading]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
ObjectiveHeading	rr/2018	0	0	string	D	Objective [Heading]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
ObjectivePrimaryTextBlock	rr/2012	0	0	textBlock	D	Objective, Primary [Text Block]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
ObjectivePrimaryTextBlock	rr/2018	0	0	textBlock	D	Objective, Primary [Text Block]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
ObjectiveSecondaryTextBlock	rr/2012	0	0	textBlock	D	Objective, Secondary [Text Block]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
ObjectiveSecondaryTextBlock	rr/2018	0	0	textBlock	D	Objective, Secondary [Text Block]	Investment Objectives/Goals. Disclose the Fund's investment objectives or goals. A Fund also may identify its type or category (e.g., that it is a Money Market Fund or a balanced fund).
OperatingExpensesCaption	rr/2012	0	0	string	D	Operating Expenses Caption [Text]	Annual Fund Operating Expenses (ongoing expenses that you pay each year as a percentage of the value of your investment)
OperatingExpensesCaption	rr/2018	0	0	string	D	Operating Expenses Caption [Text]	Annual Fund Operating Expenses (ongoing expenses that you pay each year as a percentage of the value of your investment)
OperatingExpensesColumnName	rr/2012	0	0	textBlock	D	Operating Expenses Column [Text]	Annual Fund Operating Expenses (ongoing expenses that you pay each year as a percentage of the value of your investment)
OperatingExpensesColumnName	rr/2018	0	0	textBlock	D	Operating Expenses Column [Text]	Annual Fund Operating Expenses (ongoing expenses that you pay each year as a percentage of the value of your investment)
OtherExpensesNewFundBasedOnEstimates	rr/2012	0	0	string	D	Other Expenses, New Fund, Based on Estimates [Text]	This element represents the disclosure for new funds that "Other Expenses" are based on estimated amounts for the current fiscal year.
OtherExpensesNewFundBasedOnEstimates	rr/2018	0	0	string	D	Other Expenses, New Fund, Based on Estimates [Text]	This element represents the disclosure for new funds that "Other Expenses" are based on estimated amounts for the current fiscal year.
OtherExpensesOverAssets	rr/2012	0	0	NonNegativePure4Type	D	Other Expenses (as a percentage of Assets):	Other Expenses" include all expenses not otherwise disclosed in the table that are deducted from the Fund's assets or charged to all shareholder accounts. The amount of expenses deducted from the Fund's assets are the amounts shown as expenses in the Fund's statement of operations (including increases resulting from complying with paragraph 2(g) of rule 6-07 of Regulation S-X [17 CFR 210.6-07]). "Other Expenses" do not include extraordinary expenses as determined under generally accepted accounting principles (see Accounting Principles Board Opinion No. 30). If extraordinary expenses were incurred that materially affected the Fund's "Other Expenses," disclose in a footnote to the table what "Other Expenses" would have been had the extraordinary expenses been included.
OtherExpensesOverAssets	rr/2018	0	0	NonNegativePure4Type	D	Other Expenses (as a percentage of Assets):	"Other Expenses" include all expenses not otherwise disclosed in the table that are deducted from the Fund's assets or charged to all shareholder accounts. The amount of expenses deducted from the Fund's assets are the amounts shown as expenses in the Fund's statement of operations (including increases resulting from complying with paragraph 2(g) of rule 6-07 of Regulation S-X [17 CFR 210.6-07]). "Other Expenses" do not include extraordinary expenses as determined under generally accepted accounting principles (see Accounting Principles Board Opinion No. 30). If extraordinary expenses were incurred that materially affected the Fund's "Other Expenses," disclose in a footnote to the table what "Other Expenses" would have been had the extraordinary expenses been included.
PerformanceAdditionalMarketIndex	rr/2012	0	0	string	D	Performance Additional Market Index [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformanceAdditionalMarketIndex	rr/2018	0	0	string	D	Performance Additional Market Index [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformanceAvailabilityPhone	rr/2012	0	0	string	D	Performance Availability Phone [Text]	If applicable, include a statement explaining that updated performance information is available and providing a Web site address and/or toll-free (or collect) telephone number where the updated information may be obtained.
PerformanceAvailabilityPhone	rr/2018	0	0	string	D	Performance Availability Phone [Text]	If applicable, include a statement explaining that updated performance information is available and providing a Web site address and/or toll-free (or collect) telephone number where the updated information may be obtained.
PerformanceAvailabilityWebSiteAddress	rr/2012	0	0	string	D	Performance Availability Website Address [Text]	If applicable, include a statement explaining that updated performance information is available and providing a Website address and/or toll-free (or collect) telephone number where the updated information may be obtained.
PerformanceAvailabilityWebSiteAddress	rr/2018	0	0	string	D	Performance Availability Website Address [Text]	If applicable, include a statement explaining that updated performance information is available and providing a Website address and/or toll-free (or collect) telephone number where the updated information may be obtained.
PerformanceInformationIllustratesVariabilityOfReturns	rr/2012	0	0	string	D	Performance Information Illustrates Variability of Returns [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformanceInformationIllustratesVariabilityOfReturns	rr/2018	0	0	string	D	Performance Information Illustrates Variability of Returns [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformanceNarrativeTextBlock	rr/2012	0	0	textBlock	D	Performance Narrative [Text Block]	Risk/Return Bar Chart and Table.
PerformanceNarrativeTextBlock	rr/2018	0	0	textBlock	D	Performance Narrative [Text Block]	Risk/Return Bar Chart and Table.
PerformanceOneYearOrLess	rr/2012	0	0	string	D	Performance One Year or Less [Text]	For a Fund that provides annual total returns for only one calendar year or for a Fund that does not include the bar chart because it does not have annual returns for a full calendar year, modify, as appropriate, the narrative explanation required by stating that the information gives some indication of the risks of an investment in the Fund by comparing the Fund's performance with a broad measure of market performance). Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformanceOneYearOrLess	rr/2018	0	0	string	D	Performance One Year or Less [Text]	For a Fund that provides annual total returns for only one calendar year or for a Fund that does not include the bar chart because it does not have annual returns for a full calendar year, modify, as appropriate, the narrative explanation required by stating that the information gives some indication of the risks of an investment in the Fund by comparing the Fund's performance with a broad measure of market performance). Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformancePastDoesNotIndicateFuture	rr/2012	0	0	string	D	Performance Past Does Not Indicate Future [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformancePastDoesNotIndicateFuture	rr/2018	0	0	string	D	Performance Past Does Not Indicate Future [Text]	Include the bar chart and table required by paragraphs (b)(2)(ii) and (iii) of this section. Provide a brief explanation of how the information illustrates the variability of the Fund's returns (e.g., by stating that the information provides some indication of the risks of investing in the Fund by showing changes in the Fund's performance from year to year and by showing how the Fund's average annual returns for 1, 5, and 10 years compare with those of a broad measure of market performance). Provide a statement to the effect that the Fund's past performance (before and after taxes) is not necessarily an indication of how the Fund will perform in the future.
PerformanceTableClosingTextBlock	rr/2012	0	0	textBlock	D	Performance Table Closing [Text Block]	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
PerformanceTableClosingTextBlock	rr/2018	0	0	textBlock	D	Performance Table Closing [Text Block]	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
PerformanceTableDoesReflectSalesLoads	rr/2012	0	0	string	D	Performance Table Does Reflect Sales Loads	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
PerformanceTableDoesReflectSalesLoads	rr/2018	0	0	string	D	Performance Table Does Reflect Sales Loads	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
PerformanceTableExplanationAfterTaxHigher	rr/2012	0	0	string	D	Performance Table Explanation after Tax Higher	If average annual total return (after taxes on distributions and redemption) is higher than average annual total return, the reason for this result may be explained.
PerformanceTableExplanationAfterTaxHigher	rr/2018	0	0	string	D	Performance Table Explanation after Tax Higher	If average annual total return (after taxes on distributions and redemption) is higher than average annual total return, the reason for this result may be explained.
PerformanceTableFootnotesReasonPerformanceInformationForClassDifferentFromImmediatelyPrecedingPeriod	rr/2012	0	0	string	D	Performance Table Footnotes, Reason Performance Information for Class Different from Immediately Preceding Period [Text]	This element represents disclosure when presented performance information for a class is different from the class selected for the most immediately preceding period (Form N-1A, Item 2., Instr. 3.(c).(ii).(D)).
PerformanceTableFootnotesReasonPerformanceInformationForClassDifferentFromImmediatelyPrecedingPeriod	rr/2018	0	0	string	D	Performance Table Footnotes, Reason Performance Information for Class Different from Immediately Preceding Period [Text]	This element represents disclosure when presented performance information for a class is different from the class selected for the most immediately preceding period (Form N-1A, Item 2., Instr. 3.(c).(ii).(D)).
PerformanceTableFootnotesTextBlock	rr/2012	0	0	textBlock	D	Performance Table Footnotes	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
PerformanceTableFootnotesTextBlock	rr/2018	0	0	textBlock	D	Performance Table Footnotes	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____)
PerformanceTableHeading	rr/2012	0	0	string	D	Performance Table Heading	This item represents Average Anuual Total Returns. If a Multiple Class Fund offers a Class in the prospectus that converts into another Class after a stated period, compute average annual total returns in the table by using the returns of the other Class for the period after conversion.
PerformanceTableHeading	rr/2018	0	0	string	D	Performance Table Heading	This item represents Average Annual Total Returns. If a Multiple Class Fund offers a Class in the prospectus that converts into another Class after a stated period, compute average annual total returns in the table by using the returns of the other Class for the period after conversion.
PerformanceTableMarketIndexChanged	rr/2012	0	0	string	D	Performance Table Market Index Changed	If the Fund selects an index that is different from the index used in a table for the immediately preceding period, explain the reason(s) for the selection of a different index and provide information for both the newly selected and the former index.
PerformanceTableMarketIndexChanged	rr/2018	0	0	string	D	Performance Table Market Index Changed	If the Fund selects an index that is different from the index used in a table for the immediately preceding period, explain the reason(s) for the selection of a different index and provide information for both the newly selected and the former index.
PerformanceTableNarrativeTextBlock	rr/2012	0	0	textBlock	D	Performance Table Narrative	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____). For a Fund that provides annual total returns for only one calendar year or for a Fund that does not include the bar chart because it does not have annual returns for a full calendar year, modify, as appropriate, the narrative explanation required by paragraph (c)(2)(i) (e.g., by stating that the information gives some indication of the risks of an investment in the Fund by comparing the Fund's performance with a broad measure of market performance).
PerformanceTableNarrativeTextBlock	rr/2018	0	0	textBlock	D	Performance Table Narrative	If the Fund has annual returns for at least one calendar year, provide a table showing the Fund's (A) average annual total return; (B) average annual total return (after taxes on distributions); and (C) average annual total return (after taxes on distributions and redemption). A Money Market Fund should show only the returns described in clause (A) of the preceding sentence. All returns should be shown for 1-, 5-, and 10- calendar year periods ending on the date of the most recently completed calendar year (or for the life of the Fund, if shorter), but only for periods subsequent to the effective date of the Fund's registration statement. The table also should show the returns of an appropriate broad-based securities market index as defined in Instruction 5 to Item 22(b)(7) for the same periods. A Fund that has been in existence for more than 10 years also may include returns for the life of the Fund. A Money Market Fund may provide the Fund's 7-day yield ending on the date of the most recent calendar year or disclose a toll-free (or collect) telephone number that investors can use to obtain the Fund's current 7-day yield. For a Fund (other than a Money Market Fund or a Fund described in General Instruction C.3.(d)(iii)), provide the information in the following table with the specified captions AVERAGE ANNUAL TOTAL RETURNS (For the periods ended December 31, _____). For a Fund that provides annual total returns for only one calendar year or for a Fund that does not include the bar chart because it does not have annual returns for a full calendar year, modify, as appropriate, the narrative explanation required by paragraph (c)(2)(i) (e.g., by stating that the information gives some indication of the risks of an investment in the Fund by comparing the Fund's performance with a broad measure of market performance).
PerformanceTableNotRelevantToTaxDeferred	rr/2012	0	0	string	D	Performance Table Not Relevant to Tax Deferred	Provide a brief explanation that the actual after-tax returns depend on an investor's tax situation and may differ from those shown, and after-tax returns shown are not relevant to investors who hold their Fund shares through tax-deferred arrangements, such as 401(k) plans or individual retirement accounts.
PerformanceTableNotRelevantToTaxDeferred	rr/2018	0	0	string	D	Performance Table Not Relevant to Tax Deferred	Provide a brief explanation that the actual after-tax returns depend on an investor's tax situation and may differ from those shown, and after-tax returns shown are not relevant to investors who hold their Fund shares through tax-deferred arrangements, such as 401(k) plans or individual retirement accounts.
PerformanceTableOneClassOfAfterTaxShown	rr/2012	0	0	string	D	Performance Table One Class of after Tax Shown [Text]	Provide a brief explanation that if the Fund is a Multiple Class Fund that offers more than one Class in the prospectus, after-tax returns are shown for only one Class and after-tax returns for other Classes will vary.
PerformanceTableOneClassOfAfterTaxShown	rr/2018	0	0	string	D	Performance Table One Class of after Tax Shown [Text]	Provide a brief explanation that if the Fund is a Multiple Class Fund that offers more than one Class in the prospectus, after-tax returns are shown for only one Class and after-tax returns for other Classes will vary.
PerformanceTableTextBlock	rr/2012	0	0	textBlock	D	Performance [Table]	Contains a command for the SEC Viewer for the role corresponding to PerformanceTableData.
PerformanceTableTextBlock	rr/2018	0	0	textBlock	D	Performance [Table]	Contains a command for the SEC Viewer for the role corresponding to PerformanceTableData.
PerformanceTableUsesHighestFederalRate	rr/2012	0	0	string	D	Performance Table Uses Highest Federal Rate	Provide a brief explanation that after-tax returns are calculated using the historical highest individual federal marginal income tax rates and do not reflect the impact of state and local taxes.
PerformanceTableUsesHighestFederalRate	rr/2018	0	0	string	D	Performance Table Uses Highest Federal Rate	Provide a brief explanation that after-tax returns are calculated using the historical highest individual federal marginal income tax rates and do not reflect the impact of state and local taxes.
PortfolioTurnoverHeading	rr/2012	0	0	string	D	Portfolio Turnover [Heading]	Disclose the portfolio turnover rate provided in response to Item 14(a) for the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.
PortfolioTurnoverHeading	rr/2018	0	0	string	D	Portfolio Turnover [Heading]	Disclose the portfolio turnover rate provided in response to Item 14(a) for the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.
PortfolioTurnoverRate	rr/2012	0	0	pure	D	Portfolio Turnover, Rate	This element represents the rate of portfolio turnover presented as a percentage (SEC Form N-1A 2006-09-14 A.3.example.3 Portfolio Turnover A.3.instructions.5 Portfolio Turnover).
PortfolioTurnoverRate	rr/2018	0	0	pure	D	Portfolio Turnover, Rate	This element represents the rate of portfolio turnover presented as a percentage (SEC Form N-1A 2006-09-14 A.3.example.3 Portfolio Turnover A.3.instructions.5 Portfolio Turnover).
PortfolioTurnoverTextBlock	rr/2012	0	0	textBlock	D	Portfolio Turnover [Text Block]	Disclose the portfolio turnover rate provided in response to Item 14(a) for the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.
PortfolioTurnoverTextBlock	rr/2018	0	0	textBlock	D	Portfolio Turnover [Text Block]	Disclose the portfolio turnover rate provided in response to Item 14(a) for the most recent fiscal year (or for such shorter period as the Fund has been in operation). Disclose the period for which the information is provided if less than a full fiscal year. A Fund that is a Money Market Fund may omit the portfolio turnover information required by this Item.
ProspectusDate	rr/2012	0	0	date	D	Prospectus Date	The date of the prospectus.
ProspectusDate	rr/2018	0	0	date	D	Prospectus Date	The date of the prospectus.
