adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0001193125-18-317929	1384032	OPPENHEIMER ETF TRUST	US	PA	PHILADELPHIA	19103	2005 MARKET STREET	SUITE 3320	215-854-8181	US	PA	PHILADELPHIA	19103	2005 MARKET STREET	SUITE 3320	US	DE	000000000	OPPENHEIMER REVENUE WEIGHTED ETF TRUST	20151218	0630	20181026	20181026	485BPOS	20181105	2018-11-05 09:51:00.0	oetf-20181025.xml	1	
0001193125-18-318222	97098	BLACKROCK LIQUIDITY FUNDS	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	520983343	BLACKROCK PROVIDENT INSTITUTIONAL FUNDS	20010126	1031	20181015	20181015	485BPOS	20181105	2018-11-05 14:51:00.0	brlf-20181015.xml	1	
0001193125-18-319106	1384032	OPPENHEIMER ETF TRUST	US	PA	PHILADELPHIA	19103	2005 MARKET STREET	SUITE 3320	215-854-8181	US	PA	PHILADELPHIA	19103	2005 MARKET STREET	SUITE 3320	US	DE	000000000	OPPENHEIMER REVENUE WEIGHTED ETF TRUST	20151218	0630	20181026	20181026	485BPOS	20181106	2018-11-06 09:49:00.0	oetf-20181025.xml	1	
0001193125-18-319155	311101	DUPREE MUTUAL FUNDS	US	KY	LEXINGTON	40507	125 S MILL	P O BOX 1149	8592547741	US	KY	LEXINGTON	40507	125 SOUTH MILL STREET VINCE CENTER	SUITE 100	US	KY	610954630	KENTUCKY TAX FREE INCOME FUND INC	19870716	0630	20181101	20181101	485BPOS	20181106	2018-11-06 10:29:00.0	dmf-20181029.xml	1	
0001193125-18-319256	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181101	485BPOS	20181106	2018-11-06 12:20:00.0	jpmt-20181030.xml	1	
0001193125-18-319282	916620	NORTHERN FUNDS	US	IL	CHICAGO	60603	NORTHERN FUNDS	50 SOUTH LASALLE STREET	800-595-9111	US	IL	CHICAGO	60603	NORTHERN FUNDS	50 SOUTH LASALLE STREET	US	DE	391777365			0331	20181023	20181023	485BPOS	20181106	2018-11-06 12:44:00.0	nf-20181023.xml	1	
0001193125-18-319312	1037897	JP MORGAN FLEMING MUTUAL FUND GROUP INC	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	MD	133963293	FLEMING MUTUAL FUND GROUP INC	20000128	1231	20171101	20181022	497	20181106	2018-11-06 13:06:00.0	jpfmfgi-20181022.xml	1	
0001193125-18-319315	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20171101	20181022	497	20181106	2018-11-06 13:09:00.0	jpmt-20181022.xml	1	
0001193125-18-319318	909221	JPMORGAN INSURANCE TRUST	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	MA	000000000	JPMORGAN INVESTMENT TRUST	20050504	1231	20180501	20181022	497	20181106	2018-11-06 13:12:00.0	jpmit-20181022.xml	1	
0001193125-18-319359	773757	COLUMBIA FUNDS SERIES TRUST I	US	MA	BOSTON	02110	225 FRANKLIN STREET		800-345-6611	US	MA	BOSTON	02110	225 FRANKLIN STREET		US	MA	363376651	COLUMBIA FUNDS TRUST IX	20031107	0630	20180101	20181025	497	20181106	2018-11-06 14:01:00.0	cfsti-20181025.xml	1	
0001193125-18-319368	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181101	485BPOS	20181106	2018-11-06 14:16:00.0	jpmt-20181026.xml	1	
0001193125-18-319434	1659326	JPMORGAN TRUST IV	US	NY	NEW YORK	10017	270 PARK AVENUE		800-480-4111	US	NY	NEW YORK	10017	270 PARK AVENUE		US	DE	000000000				20181101	20181101	485BPOS	20181106	2018-11-06 14:59:00.0	jpmt4-20181029.xml	1	
0001193125-18-319438	1037897	JP MORGAN FLEMING MUTUAL FUND GROUP INC	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	MD	133963293	FLEMING MUTUAL FUND GROUP INC	20000128	1231	20181101	20181101	485BPOS	20181106	2018-11-06 15:04:00.0	jpfmfgi-20181029.xml	1	
0001193125-18-319442	1037897	JP MORGAN FLEMING MUTUAL FUND GROUP INC	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	MD	133963293	FLEMING MUTUAL FUND GROUP INC	20000128	1231	20181101	20181101	497	20181106	2018-11-06 15:08:00.0	jpfmfgi1-20181101.xml	1	
0001193125-18-319448	1037897	JP MORGAN FLEMING MUTUAL FUND GROUP INC	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	MD	133963293	FLEMING MUTUAL FUND GROUP INC	20000128	1231	20181101	20181101	497	20181106	2018-11-06 15:11:00.0	jpfmfgi-20181101.xml	1	
0001193125-18-319458	803747	JP MORGAN MUTUAL FUND INVESTMENT TRUST	US	NY	NEW YORK	10017	C/O J.P. MORGAN FUND DISTRIBUTORS, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O J.P. MORGAN FUND DISTRIBUTORS, INC.	270 PARK AVENUE	US	MA	311574186	MUTUAL FUND INVESTMENT TRUST	19980828	1231	20181101	20181101	485BPOS	20181106	2018-11-06 15:17:00.0	jpmmfit-20181029.xml	1	
0001193125-18-319464	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181101	497	20181106	2018-11-06 15:19:00.0	jpmt2-20181101.xml	1	
0001193125-18-319469	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181101	497	20181106	2018-11-06 15:21:00.0	jpmt1-20181101.xml	1	
0001193125-18-319719	906185	JANUS ASPEN SERIES	US	CO	DENVER	80206	151 DETROIT STREET		3033333863	US	CO	DENVER	80206	151 DETROIT STREET		US	DE	841235540			1231	20180430	20181029	497	20181107	2018-11-06 17:46:00.0	jas-20181029.xml	1	
0001193125-18-319781	1100663	ISHARES TRUST	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	943351276	ISHARES TRUST	19991213	1231	20171229	20181023	497	20181107	2018-11-06 18:54:00.0	ist-20181023.xml	1	
0001193125-18-319824	930667	ISHARES INC	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	MD	510396525	ISHARES INC	20000516	0831	20171229	20181023	497	20181107	2018-11-06 19:31:00.0	isi-20181023.xml	1	
0001193125-18-319830	1100663	ISHARES TRUST	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	943351276	ISHARES TRUST	19991213	1231	20181023	20181023	497	20181107	2018-11-06 19:35:00.0	ist1-20181023.xml	1	
0001193125-18-320502	1503123	DBX ETF TRUST	US	NY	NEW YORK	10154	345 PARK AVENUE		(212) 250-5883	US	NY	NEW YORK	10154	345 PARK AVENUE		US	DE	000000000			1231	20180928	20181026	497	20181107	2018-11-07 11:17:00.0	dbxetf-20181026.xml	1	
0001193125-18-320576	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181101	485BPOS	20181107	2018-11-07 12:36:00.0	jpmt-20181025.xml	1	
0001193125-18-320603	1738072	BLACKROCK VARIABLE SERIES FUNDS II, INC.	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	000000000			1231	20180717	20181029	497	20181107	2018-11-07 13:06:00.0	bvsfii-20181029.xml	1	
0001193125-18-320604	355916	BLACKROCK VARIABLE SERIES FUNDS, INC.	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	133093080	FAM VARIABLE SERIES FUNDS, INC.	20050720	1231	20180501	20181029	497	20181107	2018-11-07 13:07:00.0	bvsf-20181029.xml	1	
0001193125-18-320641	81443	AB CAP FUND, INC.	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	2129691000	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	US	DE	132625045	ALLIANCEBERNSTEIN CAP FUND, INC.	20110524	0731	20181031	20181031	485BPOS	20181107	2018-11-07 13:27:00.0	abcfi-20181026.xml	1	
0001193125-18-320642	350181	AB SUSTAINABLE GLOBAL THEMATIC FUND, INC.	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	2129691000	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	US	NY	133056623	AB GLOBAL THEMATIC GROWTH FUND, INC.	20150123	0731	20181031	20181031	485BPOS	20181107	2018-11-07 13:28:00.0	abgtgfi-20181026.xml	1	
0001193125-18-320647	920701	AB SUSTAINABLE INTERNATIONAL THEMATIC FUND INC	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	2129691000	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS			000000000	AB SUSTAINABLE INTERNATIONALTHEMATIC FUND, INC.	20180108	0630	20181031	20181031	485BPOS	20181107	2018-11-07 13:31:00.0	absitfi-20181026.xml	1	
0001193125-18-320649	889508	AB LARGE CAP GROWTH FUND INC	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	2129691000	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN  LP	1345 AVENUE OF THE AMERICAS	US	MD	000000000	ALLIANCEBERNSTEIN LARGE CAP GROWTH FUND INC	20041215	0731	20181031	20181031	485BPOS	20181107	2018-11-07 13:32:00.0	ablcgfi-20181026.xml	1	
0001193125-18-320651	812015	AB PORTFOLIOS	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	2129691000	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS			000000000	ALLIANCEBERNSTEIN PORTFOLIOS	20030319	0831	20181031	20181031	485BPOS	20181107	2018-11-07 13:34:00.0	abp-20181026.xml	1	
0001193125-18-320656	19614	AB DISCOVERY GROWTH FUND, INC.	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	2129691000	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	US	NY	136021421	ALLIANCEBERNSTEIN DISCOVERY GROWTH FUND, INC.	20121031	0731	20181031	20181031	485BPOS	20181107	2018-11-07 13:36:00.0	absmf-20181026.xml	1	
0001193125-18-320720	914036	LINCOLN VARIABLE INSURANCE PRODUCTS TRUST	US	IN	FORT WAYNE	46801	P O BOX 1110		2604553404	US	IN	FORT WAYNE	46801	P O BOX 1110		US	DE	521835648	AGGRESSIVE GROWTH FUND /	20031001	1231	20181101	20181101	485BPOS	20181107	2018-11-07 14:34:00.0	lvipt-20181031.xml	1	
0001193125-18-320855	81443	AB CAP FUND, INC.	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	2129691000	US	NY	NEW YORK	10105	ALLIANCEBERNSTEIN LP	1345 AVENUE OF THE AMERICAS	US	DE	132625045	ALLIANCEBERNSTEIN CAP FUND, INC.	20110524	0731	20181031	20181031	497	20181107	2018-11-07 15:57:00.0	abcfi-20181031.xml	1	
0001193125-18-323278	1064642	SPDR SERIES TRUST	US	MA	BOSTON	02111	ONE LINCOLN STREET		617-664-7037	US	MA	BOSTON	02111	ONE LINCOLN STREET		US	MA	000000000	STREETTRACKS SERIES TRUST	20000925		20181022	20181022	485BPOS	20181109	2018-11-09 10:05:00.0	spdrst-20181019.xml	1	
0001193125-18-323324	778207	TRANSAMERICA SERIES TRUST	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	US	DE	000000000	AEGON/TRANSAMERICA SERIES TRUST	20050511	1231	20180501	20180824	497	20181109	2018-11-09 10:23:00.0	tst1-20180824.xml	1	
0001193125-18-323330	787623	TRANSAMERICA FUNDS	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200			000000000	TRANSAMERICA IDEX MUTUAL FUNDS	20040301	1031	20180301	20180824	497	20181109	2018-11-09 10:27:00.0	tf-20180824.xml	1	
0001193125-18-323338	778207	TRANSAMERICA SERIES TRUST	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	US	DE	000000000	AEGON/TRANSAMERICA SERIES TRUST	20050511	1231	20180501	20180824	497	20181109	2018-11-09 10:31:00.0	tst-20180824.xml	1	
0001193125-18-323344	787623	TRANSAMERICA FUNDS	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200			000000000	TRANSAMERICA IDEX MUTUAL FUNDS	20040301	1031	20180301	20180918	497	20181109	2018-11-09 10:36:00.0	tf-20180918.xml	1	
0001193125-18-323350	778207	TRANSAMERICA SERIES TRUST	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	US	DE	000000000	AEGON/TRANSAMERICA SERIES TRUST	20050511	1231	20180501	20180918	497	20181109	2018-11-09 10:40:00.0	tst-20180918.xml	1	
0001193125-18-323359	787623	TRANSAMERICA FUNDS	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200			000000000	TRANSAMERICA IDEX MUTUAL FUNDS	20040301	1031	20180301	20180827	497	20181109	2018-11-09 10:45:00.0	tf-20180827.xml	1	
0001193125-18-323382	934563	HC CAPITAL TRUST	US	PA	WEST CONSHOHOCKEN	19428	300 BARR HARBOR DRIVE, SUITE 500		610-828-7200	US	PA	WEST CONSHOHOCKEN	19428	300 BARR HARBOR DRIVE, SUITE 500		US	DE	000000000	HIRTLE CALLAGHAN TRUST	20100305	0630	20181101	20181101	485BPOS	20181109	2018-11-09 11:12:00.0	hct-20181026.xml	1	
0001193125-18-323396	1350487	WISDOMTREE TRUST	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	212.801.2080	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	US	DE	000000000			0331	20181019	20181022	485BPOS	20181109	2018-11-09 11:19:00.0	wtt-20181019.xml	1	
0001193125-18-323433	790525	BLACKROCK EUROFUND	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	226410940	MERRILL LYNCH EUROFUND	19920703	0630	20181026	20181026	485BPOS	20181109	2018-11-09 12:09:00.0	bref-20181025.xml	1	
0001193125-18-323438	790525	BLACKROCK EUROFUND	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MA	226410940	MERRILL LYNCH EUROFUND	19920703	0630	20181026	20181031	497	20181109	2018-11-09 12:10:00.0	bref-20181031.xml	1	
0001193125-18-323721	1722388	IMPACT SHARES TRUST I	US	DE	WILMINGTON	19801	CORPORATION TRUST CENTER 1209 ORANGE ST		4694428424	US	DE	WILMINGTON	19801	CORPORATION TRUST CENTER 1209 ORANGE ST		US	DE	000000000	IMPACT SHARES FUNDS I TRUST	20171113	1231	20180824	20181026	497	20181109	2018-11-09 15:45:00.0	isti-20181026.xml	1	
0001193125-18-324783	823483	OPPENHEIMER MAIN STREET FUNDS	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY		3037683200	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY		US	DE	841073463	OPPENHEIMER MAIN STREET FUND	20120822	0831	20181030	20181030	485BPOS	20181113	2018-11-13 07:17:00.0	omsf-20181029.xml	1	
0001193125-18-324820	1510830	OPPENHEIMER ULTRA-SHORT DURATION FUND	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY		303-768-3200	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY		US	DE	000000000	OPPENHEIMER SHORT DURATION FUND	20110310	0731	20181029	20181029	485BPOS	20181113	2018-11-13 07:32:00.0	ousdf-20181026.xml	1	
0001193125-18-324840	319767	OPPENHEIMER CAPITAL APPRECIATION FUND	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY	N/A	303-768-3200	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY	N/A	US	DE	133054122	OPPENHEIMER TARGET FUND	19920703	0831	20181030	20181030	485BPOS	20181113	2018-11-13 07:38:00.0	ocaf-20181029.xml	1	
0001193125-18-324873	45156	OPPENHEIMER CAPITAL INCOME FUND	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY		303-768-3200	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY		US	DE	840578481	OPPENHEIMER EQUITY INCOME FUND	19980710	0831	20181030	20181030	485BPOS	20181113	2018-11-13 07:56:00.0	ocif-20181029.xml	1	
0001193125-18-324882	1015986	OPPENHEIMER DEVELOPING MARKETS FUND	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY	N/A	303-768-3200	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY	N/A	US	DE	936305075			0831	20181030	20181030	485BPOS	20181113	2018-11-13 08:01:00.0	odmf-20181029.xml	1	
0001193125-18-324895	1041102	OPPENHEIMER INTERNATIONAL SMALL-MID CO FUND	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY	N/A	303-768-3200	US	CO	CENTENNIAL	80112-3924	6803 SOUTH TUCSON WAY	N/A	US	DE	133955887	OPPENHEIMER SMALL-MID CO FUND	20151223	0831	20181030	20181030	485BPOS	20181113	2018-11-13 08:07:00.0	oismcf-20181029.xml	1	
0001193125-18-324946	1097519	COLUMBIA FUNDS SERIES TRUST	US	MA	BOSTON	02110	225 FRANKLIN STREET		800-345-6611	US	MA	BOSTON	02110	225 FRANKLIN STREET		US	DE	000000000	NATIONS FUNDS TRUST	19991022	0331	20180701	20181102	497	20181113	2018-11-13 08:43:00.0	cfst-20181102.xml	1	
0001193125-18-325029	763852	JPMORGAN TRUST II	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	000000000	ONE GROUP MUTUAL FUNDS	20000721	0630	20181101	20181101	485BPOS	20181113	2018-11-13 09:59:00.0	jpmt2-20181029.xml	1	
0001193125-18-325093	1645194	LEGG MASON ETF INVESTMENT TRUST	US	NY	NEW YORK	10018	620 EIGHTH AVE	49TH FLOOR	877-721-1926	US	NY	NEW YORK	10018	620 EIGHTH AVE	49TH FLOOR	US	MD	000000000	LEGG MASON ETF INVESTMENTTRUST	20170221	1130	20181109	20181109	485BPOS	20181113	2018-11-13 10:48:00.0	lmeit-20181105.xml	1	
0001193125-18-325095	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181101	485BPOS	20181113	2018-11-13 10:54:00.0	jpmt-20181029.xml	1	
0001193125-18-325096	1577111	OPPENHEIMER SENIOR FLOATING RATE PLUS FUND	US	CO	CENTENNIAL	80112	6803 SOUTH TUCSON WAY		303-768-3200	US	CO	CENTENNIAL	80112	6803 SOUTH TUCSON WAY		US	DE	000000000			0731	20181029	20181029	485BPOS	20181113	2018-11-13 10:50:00.0	osfrpf-20181026.xml	1	
0001193125-18-325273	773757	COLUMBIA FUNDS SERIES TRUST I	US	MA	BOSTON	02110	225 FRANKLIN STREET		800-345-6611	US	MA	BOSTON	02110	225 FRANKLIN STREET		US	MA	363376651	COLUMBIA FUNDS TRUST IX	20031107	0630	20181101	20181101	497	20181113	2018-11-13 13:21:00.0	cfsti-20181101.xml	3	1352280 1097519
0001193125-18-325561	745467	MERIDIAN FUND INC	US	CO	DENVER	80206	100 FILLMORE STREET	SUITE 325	303-398-2929	US	CO	DENVER	80206	100 FILLMORE STREET	SUITE 325	US	MD	680024203	MERIDIAN FUND INC/NEW	19920703	0630	20181101	20181101	485BPOS	20181113	2018-11-13 16:48:00.0	mefi-20181025.xml	1	
0001193125-18-325572	745467	MERIDIAN FUND INC	US	CO	DENVER	80206	100 FILLMORE STREET	SUITE 325	303-398-2929	US	CO	DENVER	80206	100 FILLMORE STREET	SUITE 325	US	MD	680024203	MERIDIAN FUND INC/NEW	19920703	0630	20181101	20181101	497	20181113	2018-11-13 16:51:00.0	mefi-20181101.xml	1	
0001193125-18-325693	1100663	ISHARES TRUST	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	DE	943351276	ISHARES TRUST	19991213	1231	20181026	20181026	497	20181114	2018-11-13 18:07:00.0	ist-20181026.xml	1	
0001193125-18-325699	930667	ISHARES INC	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		(415) 670-2000	US	CA	SAN FRANCISCO	94105	400 HOWARD STREET		US	MD	510396525	ISHARES INC	20000516	0831	20171229	20181026	497	20181114	2018-11-13 18:12:00.0	isi-20181026.xml	1	
0001193125-18-326331	787623	TRANSAMERICA FUNDS	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200			000000000	TRANSAMERICA IDEX MUTUAL FUNDS	20040301	1031	20180301	20181101	497	20181114	2018-11-14 09:20:00.0	tf1-20181101.xml	1	
0001193125-18-326339	787623	TRANSAMERICA FUNDS	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200	720-493-4256	US	CO	DENVER	80202	1801 CALIFORNIA STREET	SUITE 5200			000000000	TRANSAMERICA IDEX MUTUAL FUNDS	20040301	1031	20180301	20181101	497	20181114	2018-11-14 09:25:00.0	tf-20181101.xml	1	
0001193125-18-326550	1217286	JPMORGAN TRUST I	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	DE	331043149	JP MORGAN MUTUAL FUND SERIES	20030204	1231	20181101	20181101	497	20181114	2018-11-14 13:59:00.0	jpmt-20181101.xml	1	
0001193125-18-326553	909221	JPMORGAN INSURANCE TRUST	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	800-480-4111	US	NY	NEW YORK	10017	C/O JPMORGAN DISTRIBUTION SERVICES, INC.	270 PARK AVENUE	US	MA	000000000	JPMORGAN INVESTMENT TRUST	20050504	1231	20180501	20181101	497	20181114	2018-11-14 14:02:00.0	jpmit-20181101.xml	1	
0001193125-18-326574	1350487	WISDOMTREE TRUST	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	212.801.2080	US	NY	NEW YORK	10167	245 PARK AVENUE	35TH FLOOR	US	DE	000000000			0331	20181101	20181031	485BPOS	20181114	2018-11-14 14:31:00.0	wtt-20181026.xml	1	
0001193125-18-326742	216557	BLACKROCK BASIC VALUE FUND, INC.	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	MD	132895755	MERRILL LYNCH BASIC VALUE FUND INC	19920703	0630	20181026	20181026	485BPOS	20181114	2018-11-14 16:23:00.0	bbvfi-20181025.xml	1	
0001193125-18-326774	225635	BLACKROCK MUNICIPAL BOND FUND, INC.	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		800-441-7762	US	DE	WILMINGTON	19809	100 BELLEVUE PARKWAY		US	NJ	132896246	MERRILL LYNCH MUNICIPAL BOND FUND INC	19920703	0630	20181026	20181026	485BPOS	20181114	2018-11-14 16:42:00.0	bmbfi-20181026.xml	1	
